dream_text,stress_label,label
"At twilight on the school grounds, leaves whispered secrets while water gently flowed over worn stones. Stairs nearby curved away into a dim glow that flickered like distant firelight. A faded door bore scratches and faded years, blocking a corridor filled with mirrors that showed fragmented faces. The echoes of a ticking clock pulled my attention but offered no answers as I paused.",medium,1
"I wandered a desert of glass shards, each step cutting deeper but never stopping. The sun burned mercilessly overhead as I sank further into despair, unable to find shelter or relief, lost in the unforgiving wasteland.",high,2
"The city was silent except for a distant clock chiming and the sound of water dripping from gutters. I noticed a mirror propped against a wall reflecting a tangled urban forest behind me, but when I turned, the street was empty. A fire burned low in a metal barrel near stairs leading into an underground passage, and a door creaked as if welcoming me in. Yet, I hesitated, unsure if this was an invitation or a warning.",medium,1
"I wandered through a foggy forest, the light growing dimmer with every step. Faces appeared behind tree trunks, eyes watching but never revealing a way out. I tried to run, but my legs wouldn’t respond, and the fog thickened until nothing was visible but an oppressive silence.",high,2
"I found myself lost searching for an operating room, the water dripping steadily somewhere far away. The mirror in a narrow corridor reflected a face I didn’t recognize, but when I touched it, the image shattered and reformed as someone else’s. The unresolved feeling of watching something slip through my fingers clung tightly.",medium,1
"Running through the forest, water splashing underfoot, I chased the ticking of a distant clock until I reached a sturdy door by the base of a huge tree. Climbing the stairs inside, I found a mirror that shimmered with light instead of glass. Looking into it, my doubts faded, and a grounded calm replaced all uncertainty.",medium,1
"The forest was dense but inviting as I walked along a winding path, searching for a pendant my mother had given me. Near a mirror-like pond, the water’s surface rippled and there, sparkling just beneath, was the pendant. I plunged my hand in and retrieved it, feeling grateful and grounded as the sunlight bathed the clearing in warmth.",low,0
"I ran through rainy streets, searching for shelter. Finding an old door ajar beside a quiet house, I stepped inside where a clock ticked steadily and a small fire warmed the room. The water gently lapped nearby, and the mirror reflected a face untroubled, thankful for the refuge I had found.",low,0
"Inside a house at the edge of a dark forest, I felt a cold water rising and a fire closing in. The clock on the wall spun wildly while the door I sought vanished before me. The stairs turned to ash beneath my feet, and the mirror offered only my terrified reflection. Helpless, the walls seemed to close in, leaving me trapped inside a living nightmare.",high,2
"I ran through the mountain’s rocky trails, the forest edges blurring as if to swallow me whole. The mirror I held shattered without warning, scattering reflections that offered no answers. At the summit, the door slammed shut in my face, the fire dying out, leaving nothing but cold shadows and a silence I could no longer escape.",high,2
"The fire that started in the building across the street spread with unnatural speed, engulfing the city block in flames before I could react. Smoke choked the sidewalks, and the voices around me became distant screams. I tried to warn others, to pull someone to safety, but the heat and chaos swallowed all my efforts, leaving me unable to escape the inferno.",high,2
