dream_id,dream_text,stress_label,emotion_labels,theme_labels,symbol_labels
2913,I was writing in a small chapel with open doors and noticed a letter with good news inside. I felt deeply grateful without knowing why. I woke with a soft smile.,low,"belonging,inspiration,focus,contentment","urban_healing,pressure","key,parrot,map,losing_valuables"
2914,I found myself standing in a gentle river bank at dusk. I found a basket of ripe fruit and picked it up gently. Something about it made me feel completely at home.,low,"peace,awe,care,freedom","community,freedom",compass
2915,I found a sealed jar I could not open as I was waiting alone in an old school building after hours. I could not decide if it was a warning or an invitation. I woke unsure what it meant.,moderate,"curiosity,alertness,hesitation,sadness","domestic_stress,letting_go,coexistence","spring,tower,drawer,elevator"
2916,I was listening to music in a moonlit courtyard. I found a peaceful stream nearby and held it close. I felt a quiet warmth spread through me.,low,"acceptance,tenderness,longing,serenity","urban_healing,seasonal_comfort,rest,nourishment","screen,ship"
2917,The dream began in a collapsing staircase in a tall tower. I was trying to call for help from and came across a charging animal with nowhere to go. I could not look at the clock for a long time. I woke with my heart pounding.,high,"desperation,disorientation,helplessness,playfulness","privacy,danger,collapse,upheaval",cooking
2918,I was cleaning out a dimly lit room with one window. There was a sealed jar I could not open. I felt the weight of something I had been avoiding. I sensed something unfinished.,moderate,"protectiveness,unease,fatigue","discovery,secrets,hidden_desire","lock,skin,shop,path"
2919,I was watching helplessly as everything collapsed in a dark forest with no path. There was a clock counting down to zero. I could not fall back asleep. I sat up in bed unable to breathe.,high,"panic,fear,shock","avoidance,urban_healing",legs
2920,I was watching the sunrise from a dock over a glassy lake. There was a beautiful rainbow overhead. I felt genuinely content. I woke feeling genuinely hopeful.,low,"focus,gratitude,purpose","security,protection,flow",desk
2921,I was trapped in a collapsing bridge over a gorge and noticed a wall collapsing toward me. I woke feeling like something had been taken from me. I could not shake the feeling of danger.,high,"urgency,self_consciousness,pressure,anger,stress","modern_stress,pressure","deer,cat,library"
2922,"I was discovering a hidden part of a shadowy courtyard I had never seen and noticed a shadowy figure in the corner. I sensed something shifting, though I could not see what.",moderate,"sadness,nostalgia,determination,surprise,awe","coexistence,secrets,transition","screen,school,tunnel"
2923,The dream began in a winding mountain road in fog. I was questioning my choices in and came across a sealed envelope addressed to me. The dream left a residue I carried through the day.,moderate,"reflection,apprehension,curiosity","self_expression,mystery,past","dock,bell,desk"
2924,I found a car with no brakes on a steep hill as I was trying to call for help from a falling aircraft losing altitude fast. I jolted awake with my heart pounding. I jolted awake in a cold sweat.,high,"claustrophobia,obsession,shock,stress,panic","technology_stress,hidden_threat,exposure",fruit
2925,I found a tangled rope on the floor as I was questioning my choices in a cluttered attic full of old things. I felt a kind of longing I could not place. I woke with a cautious hope.,moderate,"hesitation,melancholy,powerlessness","coexistence,mystery,ambiguity,hidden_desire",running
2926,The dream began in a cluttered attic full of old things. I was questioning my choices in and came across a curious animal watching quietly. I woke unsure whether it had been a good dream or a bad one.,moderate,"nostalgia,reflection,ambivalence,stress","coexistence,deception,nostalgia_for_past,hidden_path","morning,clock"
2927,The dream began in a city block shaking in an earthquake. I was being overwhelmed in and came across a clock counting down to zero. The fear stayed with me long after I opened my eyes. I woke with a deep sense of dread.,high,"dread,hurt,claustrophobia,overwhelm,instability","modern_stress,instability,abandonment,entrapment",mirror
2928,I was investigating a deserted park at twilight and noticed a faded photograph face-down. I felt the past pressing gently forward. I woke in quiet contemplation.,moderate,"nostalgia,anticipation,reflection,amusement,affection","small_disruption,searching_for_self,unresolved_conflict,hidden_desire","bread,dragon,sunset"
2929,I was packing bags in a strange hotel with endless hallways. There was a tangled rope on the floor. The mood was strange — familiar and foreign at once. I sensed something unfinished.,moderate,"confusion,nostalgia,melancholy","hidden_message,nostalgia_for_past,ambiguity,past","forest,star,phone"
2930,I found a ceiling coming down as I was watching helplessly as everything collapsed in a raging flood sweeping through the streets. I could not look at the clock for a long time. I could not fall back asleep.,high,"regret,stress,anguish,pressure,claustrophobia","instability,collapse,academic_pressure,vulnerability","photos,evening,music"
2931,I was falling from a suffocating elevator that would not open. There was a hostile stranger blocking the exit. I could not fall back asleep. The panic lingered into daylight.,high,"frustration,alertness,anxiety,obsession,overwhelm","technology_stress,survival,absurdity,upheaval","dress,tower,herbs"
2932,I found myself lost in a foggy harbour with no boats. I found a train ticket with no destination and left it where it was. Part of me wanted to stay; part of me needed to leave.,moderate,"restlessness,yearning,anticipation,regret,sadness","mystery,suspension,alienation,impostor_feeling","computer,office,broken_glass"
2933,I was panicking in a burning building with blocked exits. There was a screaming alarm I could not silence. I could not remember how to feel safe. The panic lingered into daylight.,high,"anguish,claustrophobia,obsession","technology_failure,confinement,entrapment,performance_stress",morning
2934,I found a beautiful rainbow overhead as I wandered gently through a welcoming village square. A sense of belonging washed over me. I woke up smiling.,low,"gentleness,longing,playfulness,care,joy","freedom,hidden_refuge,growth","glass,lantern"
2935,The dream began in a dimly lit room with one window. I was following a stranger through and came across a train ticket with no destination. The dream left a residue I carried through the day.,moderate,"sadness,hesitation,longing","awakening,emotional_processing","lizard,work,airport,heart"
2936,"I was packing bags in a waiting room with no clock. There was a half-open door at the end of the hall. Something felt unfinished, though I could not say what.",moderate,"regret,curiosity,amusement","inner_self,mystery","summer,dove"
2937,"Later in the dream, i was drowning and a stranger I had never met pulled me to shore.",moderate,"reflection,longing,suspicion,curiosity,peace","pause,hidden_path","family,turtle,park,rainbow"
2938,The dream began in a soft forest clearing with birdsong. I was playing with children in and came across a friendly dog wagging its tail. The feeling lingered long after I opened my eyes. I woke feeling completely at home.,low,"joy,tenderness,acceptance,inspiration","connection,forgiveness,flow,rest","hiding,bear"
2939,"I was questioning my choices in a strange hotel with endless hallways. I found a distant light I could not reach and studied it carefully. I sensed something shifting, though I could not see what.",moderate,"surprise,suspicion,self_awareness,reflection,yearning","suspension,social_uncertainty,uncertainty,awakening","teaching,car,school"
